"","X","module","module_description","Acidovorax_AEP1_4","Curvibacter_AEP1_3","Duganella_C1_2","MG_21Nov119-A03-L1_S156_L003_bin.4","MG_21Nov119-A06-L1_S159_L003_bin.7","MG_21Nov119-B05-L1_S164_L003_bin.2","MG_21Nov119-B05-L1_S164_L003_bin.8","MG_21Nov119-D06-L1_S176_L003_bin.10","MG_21Nov119-D06-L1_S176_L003_bin.11","MG_21Nov119-D06-L1_S176_L003_bin.3","MG_21Nov119-D06-L1_S176_L003_bin.8","MG_21Nov119-E05-L1_S181_L003_bin.1","MG_21Nov119-E05-L1_S181_L003_bin.16","MG_21Nov119-E05-L1_S181_L003_bin.2","MG_21Nov119-E05-L1_S181_L003_bin.7","MG_21Nov119-E07-L1_S224_L004_bin.20","MG_21Nov119-E07-L1_S224_L004_bin.5","MG_21Nov119-H08-L1_S241_L004_bin.1","MG_220900001374-D09_22Sep1374-D09-L1_S133_L002_bin.2","MG_220900001374-H06_22Sep1374-H06-L1_S146_L002_bin.5","MG_220900001374-H07_22Sep1374-H07-L1_S147_L002_bin.4","MT_21Nov119-A08-L1_S201_L004_bin.5","MT_21Nov119-A09-L1_S202_L004_bin.2","MT_21Nov119-B05-L1_S164_L003_bin.6","MT_21Nov119-B08-L1_S207_L004_bin.2","MT_21Nov119-C02-L1_S167_L003_bin.5","MT_21Nov119-D04-L1_S174_L003_bin.3","MT_21Nov119-D05-L1_S175_L003_bin.2","MT_21Nov119-D07-L1_S218_L004_bin.10","MT_21Nov119-D07-L1_S218_L004_bin.4","MT_21Nov119-D07-L1_S218_L004_bin.8","MT_21Nov119-E05-L1_S181_L003_bin.17","MT_21Nov119-E05-L1_S181_L003_bin.3","MT_21Nov119-E05-L1_S181_L003_bin.4","MT_21Nov119-E05-L1_S181_L003_bin.9","MT_21Nov119-E06-L1_S182_L003_bin.3","MT_21Nov119-E07-L1_S224_L004_bin.18","MT_21Nov119-E07-L1_S224_L004_bin.5","MT_21Nov119-E08-L1_S225_L004_bin.2","MT_21Nov119-F04-L1_S186_L003_bin.6","MT_21Nov119-F04-L1_S186_L003_bin.9","MT_21Nov119-G04-L1_S192_L003_bin.1","MT_21Nov119-G04-L1_S192_L003_bin.5","MT_21Nov119-H05-L1_S199_L003_bin.4","MT_21Nov119-H05-L1_S199_L003_bin.5","MT_21Nov119-H05-L1_S199_L003_bin.9","MT_220900001374-A06_22Sep1374-A06-L1_S120_L002_bin.3","MT_220900001374-A10_22Sep1374-A10-L1_S123_L002_bin.3","MT_220900001374-B05_22Sep1374-B05-L1_S10_L001_bin.1","MT_220900001374-B06_22Sep1374-B06-L1_S124_L002_bin.5","MT_220900001374-B10_22Sep1374-B10-L1_S126_L002_bin.5","MT_220900001374-C01_22Sep1374-C01-L1_S11_L001_bin.2","MT_220900001374-C06_22Sep1374-C06-L1_S127_L002_bin.1","MT_220900001374-D02_22Sep1374-D02-L1_S17_L001_bin.10","MT_220900001374-D02_22Sep1374-D02-L1_S17_L001_bin.6","MT_220900001374-D02_22Sep1374-D02-L1_S17_L001_bin.7","MT_220900001374-D04_22Sep1374-D04-L1_S19_L001_bin.3","MT_220900001374-H06_22Sep1374-H06-L1_S146_L002_bin.5","MT_220900001374-H07_22Sep1374-H07-L1_S147_L002_bin.10","MT_220900001374-H07_22Sep1374-H07-L1_S147_L002_bin.14","MT_220900001374-H07_22Sep1374-H07-L1_S147_L002_bin.2","MT_220900001374-H07_22Sep1374-H07-L1_S147_L002_bin.7","Pelomonas_AEP2-2","Pseudomonas_C2_2","Undibacterium_C1_1"
"90",90,"M00095","C5 isoprenoid biosynthesis, mevalonate pathway",875,1500,750,750,750,2625,625,750,125,875,250,250,875,7000,500,3750,750,1250,1500,4000,1375,750,1875,4000,750,375,2500,1250,125,250,750,6000,500,375,750,4375,3750,1500,2000,2500,500,2750,750,2000,0,1000,750,3750,625,250,0,1750,1125,1500,875,3750,625,875,875,1500,375,3125,500,1500,375
"91",91,"M00096","C5 isoprenoid biosynthesis, non-mevalonate pathway",10800,19800,9900,9900,9900,4900,9900,4900,0,6400,5600,4900,9900,6400,9900,400,4900,6400,2500,10800,9900,6400,6400,200,9900,4900,100,9900,1600,4900,6400,100,100,9900,10800,600,100,1600,400,100,8800,8100,7200,6300,100,9900,9900,100,6300,4900,11700,6400,5600,6400,2500,400,9900,8800,9900,4000,6400,400,9900,6400,9900
"92",92,"M00097","beta-Carotene biosynthesis, GGAP => beta-carotene",333.333333333333,666.666666666667,333.333333333333,333.333333333333,333.333333333333,166.666666666667,333.333333333333,166.666666666667,0,166.666666666667,166.666666666667,166.666666666667,333.333333333333,166.666666666667,333.333333333333,166.666666666667,333.333333333333,166.666666666667,0,333.333333333333,333.333333333333,0,0,666.666666666667,333.333333333333,0,0,166.666666666667,166.666666666667,166.666666666667,166.666666666667,0,0,333.333333333333,333.333333333333,166.666666666667,166.666666666667,0,166.666666666667,0,166.666666666667,666.666666666667,0,0,166.666666666667,333.333333333333,0,166.666666666667,1333.33333333333,0,0,0,166.666666666667,0,1000,166.666666666667,333.333333333333,166.666666666667,333.333333333333,333.333333333333,166.666666666667,166.666666666667,333.333333333333,333.333333333333,333.333333333333
"93",93,"M00098","Acylglycerol degradation",62.5,125,62.5,0,0,62.5,0,0,0,0,0,0,62.5,62.5,62.5,0,0,187.5,0,125,0,0,0,62.5,62.5,125,62.5,0,0,0,0,0,0,62.5,0,0,0,187.5,0,0,0,312.5,0,0,0,62.5,125,0,0,0,0,125,0,0,0,0,0,0,62.5,0,0,0,0,187.5,62.5
"94",94,"M00099","Sphingosine biosynthesis",0,0,0,0,0,0,0,90.9090909090909,0,0,0,90.9090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.9090909090909,0,90.9090909090909,0,0,0,0,0,0,0,0,0,0,0,90.9090909090909,0,0,0,0,727.272727272727,0,0,0,0,0,90.9090909090909,0,0,0,0,0,0,0,0,0,0,0,0
"95",95,"M00100","Sphingosine degradation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96",96,"M00101","Cholesterol biosynthesis, FPP => cholesterol",0,0,0,0,0,0,0,0,0,0,0,0,0,76.9230769230769,0,0,0,0,0,0,0,0,0,76.9230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.9230769230769,0,76.9230769230769,0,0,0,0,76.9230769230769,307.692307692308,0,0,0,0,0,76.9230769230769,0,0,0,0,0,0,0,0,76.9230769230769,0,0
"97",97,"M00102","Ergocalciferol biosynthesis, FPP => ergosterol/ergocalciferol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.9230769230769,76.9230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.9230769230769,0,0,0,0,76.9230769230769,307.692307692308,0,0,0,0,0,307.692307692308,0,0,0,0,0,0,0,0,0,0,0
"98",98,"M00103","Cholecalciferol biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99",99,"M00104","Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate",0,0,83.3333333333333,0,83.3333333333333,0,83.3333333333333,83.3333333333333,0,0,0,0,0,0,83.3333333333333,0,0,0,0,416.666666666667,333.333333333333,0,0,0,0,166.666666666667,0,0,0,0,83.3333333333333,0,0,83.3333333333333,83.3333333333333,0,0,0,0,0,0,250,0,0,0,83.3333333333333,0,0,0,0,0,0,250,0,83.3333333333333,0,83.3333333333333,83.3333333333333,83.3333333333333,0,0,0,83.3333333333333,0,83.3333333333333
"100",100,"M00106","Conjugated bile acid biosynthesis, cholate => taurocholate/glycocholate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101",101,"M00107","Steroid hormone biosynthesis, cholesterol => pregnenolone => progesterone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102",102,"M00108","C21-Steroid hormone biosynthesis, progesterone => corticosterone/aldosterone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103",103,"M00109","C21-Steroid hormone biosynthesis, progesterone => cortisol/cortisone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104",104,"M00110","C19/C18-Steroid hormone biosynthesis, pregnenolone => androstenedione => estrone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105",105,"M00112","Tocopherol/tocotorienol biosynthesis, homogentisate + phytyl/geranylgeranyl-PP => tocopherol/tocotorienol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106",106,"M00113","Jasmonic acid biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0
"107",107,"M00114","Ascorbate biosynthesis, plants, fructose-6P => ascorbate",0,250,375,0,0,0,125,0,125,125,0,0,0,125,0,125,125,125,375,125,0,0,0,0,125,0,0,0,125,125,125,0,0,0,0,125,0,125,125,0,125,500,0,0,0,0,750,125,0,0,0,125,0,0,250,125,0,125,500,0,500,125,0,125,0
"108",108,"M00115","NAD biosynthesis, aspartate => quinolinate => NAD",5000,10500,6125,5250,4500,3125,4500,6750,1125,5250,1500,3125,6000,3750,4500,4375,5250,3125,5625,7000,7875,1125,3125,3125,5250,4500,3125,4500,1125,3125,3125,500,0,4500,5250,1125,0,3750,1125,2000,500,4375,3750,3750,0,4500,3125,3125,1125,3125,750,4500,5000,1125,3125,1125,4500,500,6125,750,2000,1125,4500,3125,4500
"109",109,"M00116","Menaquinone biosynthesis, chorismate (+ polyprenyl-PP) => menaquinol",444.444444444444,888.888888888889,666.666666666667,666.666666666667,222.222222222222,6222.22222222222,1000,111.111111111111,111.111111111111,444.444444444444,0,6222.22222222222,444.444444444444,444.444444444444,444.444444444444,5333.33333333333,111.111111111111,444.444444444444,10888.8888888889,1777.77777777778,1333.33333333333,6222.22222222222,888.888888888889,8000,444.444444444444,666.666666666667,111.111111111111,444.444444444444,0,111.111111111111,444.444444444444,111.111111111111,0,222.222222222222,111.111111111111,7000,111.111111111111,444.444444444444,5444.44444444444,111.111111111111,111.111111111111,8555.55555555555,444.444444444444,444.444444444444,0,111.111111111111,111.111111111111,444.444444444444,222.222222222222,111.111111111111,7111.11111111111,444.444444444444,111.111111111111,6222.22222222222,1000,5444.44444444444,111.111111111111,444.444444444444,666.666666666667,666.666666666667,111.111111111111,6222.22222222222,222.222222222222,444.444444444444,222.222222222222
"110",110,"M00117","Ubiquinone biosynthesis, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol",6666.66666666667,4166.66666666667,10000,10500,8666.66666666667,2333.33333333333,7500,6666.66666666667,4083.33333333333,7583.33333333333,3333.33333333333,333.333333333333,3000,13750,10000,500,2083.33333333333,11000,83.3333333333333,2500,3333.33333333333,1333.33333333333,3000,83.3333333333333,2083.33333333333,9750,4083.33333333333,6750,333.333333333333,3500,3333.33333333333,4000,750,10000,8250,666.666666666667,3000,5333.33333333333,500,7333.33333333333,3333.33333333333,750,3500,3000,0,2916.66666666667,1666.66666666667,6666.66666666667,7333.33333333333,8333.33333333333,83.3333333333333,13750,4000,666.666666666667,3000,500,8333.33333333333,2500,8250,3500,4166.66666666667,500,10833.3333333333,11000,10000
"111",111,"M00118","Glutathione biosynthesis, glutamate => glutathione",1200,2400,1200,800,1200,0,1200,1200,0,800,1200,0,1200,800,800,0,1200,800,0,1200,1200,0,0,200,1200,200,800,800,800,0,800,800,0,1200,800,0,800,800,0,800,800,200,0,0,0,1200,800,800,800,800,0,800,800,0,1600,0,1200,800,1200,800,800,0,1200,800,1200
"112",112,"M00119","Pantothenate biosynthesis, valine/L-aspartate => pantothenate",5833.33333333333,5333.33333333333,1500,5000,8333.33333333333,4000,4666.66666666667,8000,166.666666666667,3000,3333.33333333333,3333.33333333333,4666.66666666667,7500,4000,2500,1500,2000,4000,6000,5000,3333.33333333333,3333.33333333333,3333.33333333333,3333.33333333333,1500,3333.33333333333,4166.66666666667,1500,3333.33333333333,3333.33333333333,0,0,1500,3333.33333333333,4666.66666666667,0,1500,3333.33333333333,666.666666666667,4666.66666666667,2666.66666666667,6666.66666666667,3333.33333333333,0,5000,4166.66666666667,1500,4666.66666666667,2000,0,3333.33333333333,8666.66666666667,4000,1500,3333.33333333333,2000,4000,1500,1333.33333333333,2000,3333.33333333333,2000,2000,1500
"113",113,"M00120","Coenzyme A biosynthesis, pantothenate => CoA",2083.33333333333,4166.66666666667,2500,2083.33333333333,2083.33333333333,2000,2083.33333333333,1333.33333333333,333.333333333333,2083.33333333333,2083.33333333333,1666.66666666667,2083.33333333333,750,2500,333.333333333333,2083.33333333333,750,750,2083.33333333333,2083.33333333333,1333.33333333333,1333.33333333333,2083.33333333333,2083.33333333333,2083.33333333333,1666.66666666667,2500,750,1333.33333333333,2083.33333333333,0,0,2083.33333333333,2083.33333333333,1333.33333333333,333.333333333333,750,1333.33333333333,1333.33333333333,2083.33333333333,2500,1666.66666666667,1333.33333333333,0,2083.33333333333,1666.66666666667,1333.33333333333,1000,1333.33333333333,333.333333333333,1333.33333333333,333.333333333333,1333.33333333333,1333.33333333333,1333.33333333333,2083.33333333333,2083.33333333333,2500,1666.66666666667,2083.33333333333,1333.33333333333,2083.33333333333,1333.33333333333,2083.33333333333
"114",114,"M00121","Heme biosynthesis, plants and bacteria, glutamate => heme",9533.33333333333,19066.6666666667,8800,8000,9533.33333333333,8800,8800,6600,6000,4800,7200,11000,8066.66666666667,10400,7333.33333333333,10000,7200,10400,8000,12466.6666666667,11000,266.666666666667,9533.33333333333,4800,9533.33333333333,8066.66666666667,6666.66666666667,7333.33333333333,4200,266.666666666667,6000,5333.33333333333,133.333333333333,8800,10000,8000,8000,6600,9533.33333333333,5400,6600,9333.33333333333,8800,8066.66666666667,66.6666666666667,8800,8000,6666.66666666667,6400,8800,6000,10400,8400,8800,6000,7333.33333333333,8800,6600,9533.33333333333,13333.3333333333,6600,8000,8800,11200,8800
"115",115,"M00122","Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin",7200,14400,9000,8000,6300,100,8000,13000,0,6400,100,2500,7200,7200,2500,100,3500,8100,100,7200,8000,100,100,100,7200,100,0,400,100,100,6400,0,0,7200,8000,100,0,3600,2500,0,6400,9900,100,100,100,12800,900,100,6400,400,100,9900,9000,100,100,400,8000,3600,9000,1600,7200,100,8000,8100,7200
"116",116,"M00123","Biotin biosynthesis, pimeloyl-ACP/CoA => biotin",3333.33333333333,0,3333.33333333333,166.666666666667,2666.66666666667,166.666666666667,2666.66666666667,166.666666666667,0,2666.66666666667,2666.66666666667,2666.66666666667,2666.66666666667,2666.66666666667,2666.66666666667,1500,0,2666.66666666667,0,166.666666666667,2666.66666666667,0,2666.66666666667,0,0,3333.33333333333,0,2666.66666666667,3333.33333333333,166.666666666667,0,0,0,2666.66666666667,2666.66666666667,2666.66666666667,0,2666.66666666667,2666.66666666667,3333.33333333333,0,2666.66666666667,4000,3333.33333333333,0,2666.66666666667,3333.33333333333,2666.66666666667,0,2666.66666666667,1500,3333.33333333333,166.666666666667,2666.66666666667,666.666666666667,2666.66666666667,2666.66666666667,166.666666666667,2666.66666666667,166.666666666667,0,2666.66666666667,2666.66666666667,2666.66666666667,2666.66666666667
"117",117,"M00124","Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P",3333.33333333333,6666.66666666667,2666.66666666667,3333.33333333333,3333.33333333333,3333.33333333333,2666.66666666667,2666.66666666667,0,3333.33333333333,2000,3333.33333333333,2666.66666666667,6000,2666.66666666667,666.666666666667,2000,6000,1000,3333.33333333333,2666.66666666667,2666.66666666667,3333.33333333333,1500,3333.33333333333,2666.66666666667,4166.66666666667,3333.33333333333,666.666666666667,2666.66666666667,2666.66666666667,166.666666666667,0,3333.33333333333,4666.66666666667,2666.66666666667,0,6000,2666.66666666667,7000,2666.66666666667,2000,2000,4000,0,2666.66666666667,4166.66666666667,4166.66666666667,3333.33333333333,6000,0,7000,2666.66666666667,2666.66666666667,3333.33333333333,2666.66666666667,3333.33333333333,3333.33333333333,3333.33333333333,166.666666666667,4000,2666.66666666667,4000,7000,3333.33333333333
"118",118,"M00125","Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD",3111.11111111111,5444.44444444444,3555.55555555556,3555.55555555556,3111.11111111111,2722.22222222222,3555.55555555556,4888.88888888889,0,2000,2000,2666.66666666667,3111.11111111111,4500,2333.33333333333,1388.88888888889,2722.22222222222,4500,2000,3888.88888888889,3111.11111111111,2000,2000,2000,2722.22222222222,2722.22222222222,2666.66666666667,2000,1388.88888888889,55.5555555555556,5333.33333333333,0,0,4500,2333.33333333333,2000,0,4500,2000,2000,2722.22222222222,3111.11111111111,1944.44444444444,3000,55.5555555555556,2722.22222222222,2333.33333333333,2333.33333333333,3888.88888888889,4000,0,5000,2500,2000,2000,2000,2000,4444.44444444444,4444.44444444444,222.222222222222,3111.11111111111,2000,2333.33333333333,4500,4500
"119",119,"M00126","Tetrahydrofolate biosynthesis, GTP => THF",5500,11000,6500,8333.33333333333,6500,4444.44444444444,7222.22222222222,4444.44444444444,222.222222222222,7222.22222222222,2722.22222222222,5000,4500,4444.44444444444,7222.22222222222,3000,4444.44444444444,4444.44444444444,6500,6111.11111111111,3111.11111111111,5500,6666.66666666667,1111.11111111111,5500,6222.22222222222,500,7777.77777777778,3555.55555555556,3555.55555555556,5555.55555555556,55.5555555555556,55.5555555555556,5000,11333.3333333333,4000,500,4444.44444444444,3111.11111111111,1666.66666666667,5000,7222.22222222222,2333.33333333333,8333.33333333333,55.5555555555556,4500,2722.22222222222,3555.55555555556,3111.11111111111,5500,55.5555555555556,5500,5333.33333333333,4888.88888888889,3555.55555555556,4888.88888888889,6666.66666666667,4500,7000,3111.11111111111,7333.33333333333,3500,6111.11111111111,5500,5000
"120",120,"M00127","Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP",4909.09090909091,8727.27272727273,4363.63636363636,3818.18181818182,3818.18181818182,363.636363636364,3818.18181818182,3181.81818181818,90.9090909090909,3636.36363636364,3818.18181818182,5090.90909090909,4363.63636363636,4454.54545454545,3818.18181818182,90.9090909090909,4363.63636363636,4454.54545454545,727.272727272727,4363.63636363636,4363.63636363636,90.9090909090909,6363.63636363636,90.9090909090909,4363.63636363636,3818.18181818182,90.9090909090909,3818.18181818182,1818.18181818182,90.9090909090909,545.454545454545,0,818.181818181818,3818.18181818182,3818.18181818182,90.9090909090909,0,4454.54545454545,5090.90909090909,90.9090909090909,181.818181818182,3818.18181818182,818.181818181818,0,0,4363.63636363636,2272.72727272727,0,1363.63636363636,6545.45454545455,0,4454.54545454545,3636.36363636364,5090.90909090909,2727.27272727273,90.9090909090909,3818.18181818182,181.818181818182,4363.63636363636,818.181818181818,4363.63636363636,90.9090909090909,3818.18181818182,4454.54545454545,3818.18181818182
"121",121,"M00128","Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate + polyprenyl-PP => ubiquinol",166.666666666667,333.333333333333,166.666666666667,166.666666666667,500,0,166.666666666667,166.666666666667,666.666666666667,166.666666666667,1000,0,166.666666666667,166.666666666667,166.666666666667,0,166.666666666667,166.666666666667,0,333.333333333333,166.666666666667,0,0,0,166.666666666667,166.666666666667,0,166.666666666667,666.666666666667,0,166.666666666667,166.666666666667,2666.66666666667,166.666666666667,166.666666666667,0,166.666666666667,166.666666666667,0,166.666666666667,166.666666666667,0,0,0,0,166.666666666667,0,166.666666666667,166.666666666667,0,666.666666666667,166.666666666667,166.666666666667,0,166.666666666667,0,166.666666666667,166.666666666667,166.666666666667,166.666666666667,166.666666666667,0,166.666666666667,166.666666666667,166.666666666667
"122",122,"M00129","Ascorbate biosynthesis, animals, glucose-1P => ascorbate",571.428571428571,285.714285714286,571.428571428571,2142.85714285714,1714.28571428571,5714.28571428571,857.142857142857,2857.14285714286,142.857142857143,2142.85714285714,142.857142857143,571.428571428571,142.857142857143,857.142857142857,571.428571428571,0,142.857142857143,142.857142857143,571.428571428571,3000,1285.71428571429,142.857142857143,428.571428571429,571.428571428571,142.857142857143,142.857142857143,571.428571428571,571.428571428571,142.857142857143,142.857142857143,1428.57142857143,1142.85714285714,0,571.428571428571,857.142857142857,142.857142857143,571.428571428571,571.428571428571,142.857142857143,0,571.428571428571,3000,857.142857142857,1714.28571428571,142.857142857143,571.428571428571,142.857142857143,142.857142857143,5000,1714.28571428571,142.857142857143,2000,3428.57142857143,857.142857142857,2142.85714285714,1285.71428571429,571.428571428571,571.428571428571,571.428571428571,142.857142857143,2857.14285714286,142.857142857143,2571.42857142857,571.428571428571,571.428571428571
"123",123,"M00130","Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124",124,"M00131","Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol",500,500,250,250,250,250,500,750,250,1500,500,250,250,250,250,0,250,250,500,500,250,250,250,250,250,250,250,250,500,250,750,250,250,250,0,250,250,250,0,250,1000,750,250,250,0,250,250,250,1250,250,250,500,750,0,250,0,250,1250,250,250,2500,0,250,250,250
"125",125,"M00132","Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126",126,"M00133","Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine",4000,5000,3000,3500,2000,166.666666666667,2500,666.666666666667,166.666666666667,2000,1000,166.666666666667,4000,6666.66666666667,3500,1666.66666666667,5333.33333333333,5333.33333333333,0,5333.33333333333,2000,4000,2500,2000,2500,2000,666.666666666667,666.666666666667,0,1000,500,0,0,3000,4000,2000,0,4000,2000,666.666666666667,833.333333333333,1000,166.666666666667,333.333333333333,666.666666666667,2500,2500,166.666666666667,2000,2666.66666666667,2000,3333.33333333333,333.333333333333,2000,0,666.666666666667,3500,833.333333333333,3000,166.666666666667,1333.33333333333,1500,3500,4666.66666666667,3000
"127",127,"M00134","Polyamine biosynthesis, arginine => ornithine => putrescine",333.333333333333,1333.33333333333,0,333.333333333333,333.333333333333,0,333.333333333333,666.666666666667,0,2666.66666666667,333.333333333333,333.333333333333,333.333333333333,333.333333333333,333.333333333333,0,666.666666666667,333.333333333333,333.333333333333,666.666666666667,333.333333333333,333.333333333333,333.333333333333,0,666.666666666667,0,0,0,0,333.333333333333,1333.33333333333,0,0,333.333333333333,333.333333333333,0,0,666.666666666667,333.333333333333,0,2000,0,0,0,0,0,333.333333333333,333.333333333333,1000,333.333333333333,0,333.333333333333,666.666666666667,333.333333333333,333.333333333333,0,333.333333333333,1333.33333333333,0,0,1333.33333333333,0,333.333333333333,333.333333333333,333.333333333333
"128",128,"M00135","GABA biosynthesis, eukaryotes, putrescine => GABA",2000,800,1600,200,200,800,400,1800,200,1400,0,2000,800,2400,600,400,200,800,1800,3000,600,1600,2000,200,400,1200,200,200,200,600,600,0,200,3600,0,2000,0,200,800,800,1600,6600,400,600,0,200,2400,0,200,200,200,2400,1600,2000,1000,2000,800,1400,1600,1600,3600,1600,800,1800,3600
"129",129,"M00136","GABA biosynthesis, prokaryotes, putrescine => GABA",0,6000,500,1000,3000,0,1000,500,0,4500,0,0,0,4500,2000,0,1000,3000,0,0,1000,0,0,0,3000,0,0,0,0,0,1500,0,0,0,1000,0,0,3000,0,0,1500,250,0,0,0,0,0,250,250,250,0,6750,250,0,250,0,1000,1500,500,0,250,0,1000,3000,0
"130",130,"M00137","Flavanone biosynthesis, phenylalanine => naringenin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0
"131",131,"M00138","Flavonoid biosynthesis, naringenin => pelargonidin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132",132,"M00140","C1-unit interconversion, prokaryotes",1200,1600,800,800,800,800,1200,1800,800,2400,800,800,1200,2400,800,800,800,1200,800,1600,1200,1800,800,800,1200,800,800,800,800,800,3000,800,800,800,1800,800,800,800,800,800,2400,1600,800,800,800,1200,1800,800,1800,800,800,1600,2400,800,800,800,1800,3000,800,1200,2400,800,1800,1600,800
"133",133,"M00141","C1-unit interconversion, eukaryotes",500,500,250,250,250,250,500,250,250,250,250,250,500,1250,250,250,250,500,250,500,500,250,250,250,500,250,250,250,250,250,500,250,250,250,250,250,250,250,250,250,250,500,250,250,250,500,250,250,250,250,250,750,500,250,250,250,250,500,250,500,500,250,250,750,250
"134",134,"M00142","NADH:ubiquinone oxidoreductase, mitochondria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135",135,"M00143","NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria",0,0,0,90.9090909090909,0,0,0,90.9090909090909,818.181818181818,90.9090909090909,1454.54545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.9090909090909,0,1454.54545454545,0,363.636363636364,1090.90909090909,0,0,0,0,0,0,0,0,363.636363636364,0,0,0,0,0,0,0,90.9090909090909,0,0,0,90.9090909090909,0,0,0,0,363.636363636364,0,0,363.636363636364,0,0,0,0
